,QuestionID,Question,DocumentID,DocumentTitle,SentenceID,Sentence,Label
,Q1788,what are the names of the ll divos,D1690,Il Divo,D1690-2,"Il Divo is a group of four male singers: French pop singer Sébastien Izambard , Spanish baritone Carlos Marín , American tenor David Miller , and Swiss tenor Urs Bühler .",1
,Q1791,where did the vietnamese settle in america,D1693,Vietnamese American,D1693-5,"More than sixty percent of Vietnamese Americans reside in the states of California , Texas , Washington , Florida , and Virginia .",1
,Q1793,when did hitler kill himself,D1695,Death of Adolf Hitler,D1695-1,Adolf Hitler committed suicide by gunshot on 30 April 1945 in his Führerbunker in Berlin.,1
,Q1796,when did world war 2 end,D1698,World War II,D1698-0,"World War II (WWII or WW2), also known as the Second World War, was a global war that lasted from 1939 to 1945.",1
,Q1797,what is a llc company?,D1699,Limited liability company,D1699-0,A limited liability company (LLC) is a flexible form of enterprise that blends elements of partnership and corporate structures.,1
,Q1797,what is a llc company?,D1699,Limited liability company,D1699-2,An LLC is a legal form of company that provides limited liability to its owners in the vast majority of United States jurisdictions.,1
,Q1798,what are k cups,D1700,K-Cup,D1700-3,"K-Cup portion packs are used with Keurig or other single cup brewing systems to brew a cup of coffee , tea , or hot chocolate .",1
,Q1800,what is a chronograph watch,D1702,Chronograph,D1702-4,A chronograph is a specific type of watch that is used as a stopwatch combined with a display watch.,1
,Q1801,what is a PCI port used for,D1703,Conventional PCI,D1703-0,"Conventional PCI (PCI is an initialism formed from Peripheral Component Interconnect, part of the PCI Local Bus standard and often shortened to just PCI) is a local computer bus for attaching hardware devices in a computer .",1
,Q1809,who invented the television,D1711,History of television,D1711-1,"The earliest proposal was in 1908, in a paper by A. A. Campbell-Swinton and postulated the use of cathode rays.",1
,Q1812,what are the side effects for lyme disease,D1714,Lyme disease,D1714-6,"Early symptoms may include fever , headache , fatigue , depression , and a characteristic circular skin rash called erythema migrans (EM).",1
,Q1812,what are the side effects for lyme disease,D1714,Lyme disease,D1714-7,"Left untreated, later symptoms may involve the joints, heart, and central nervous system .",1
,Q1818,what are a and r reps,D1720,Artists and repertoire,D1720-0,Artists and repertoire (A&R) is the division of a record label or music publishing company that is responsible for talent scouting and overseeing the artistic development of recording artists and/or songwriters.,1
,Q1819,what measurement is a furlong,D1721,Furlong,D1721-0,"A furlong is a measure of distance in imperial units and U.S. customary units equal to one-eighth of a mile , equivalent to 220 yards , 660 feet , 40 rods , or 10 chains .",1
,Q1822,where does ray lamontagne live,D1724,Ray lamontagne,D1724-4,He lives in Massachusetts with his wife and two children.,1
,Q1825,when the wind blows james patterson,D1727,When the Wind Blows (James Patterson novel),D1727-0,When the Wind Blows is a novel by James Patterson .,1
,Q1827,who made facebook,D1016,Facebook,D1016-2,"It was founded in February 2004 by Mark Zuckerberg with his college roommates and fellow Harvard University students Eduardo Saverin , Andrew McCollum , Dustin Moskovitz and Chris Hughes .",1
,Q1829,what are the catholic gifts of the holy spirit,D1730,Seven gifts of the Holy Spirit,D1730-1,"The seven gifts of the Holy Spirit is an enumeration of seven spiritual gifts originating with patristic authors, later elaborated by five intellectual virtues and four other groups of ethical characteristics.",1
,Q1829,what are the catholic gifts of the holy spirit,D1730,Seven gifts of the Holy Spirit,D1730-2,"They are: wisdom, understanding, wonder and awe (fear of the Lord) , counsel, knowledge, fortitude, and piety (reverence).",1
,Q1831,where do you find iodine,D1732,Iodine,D1732-6,"Iodine is found on Earth mainly as the highly water-soluble iodide ion, I−, which concentrates it in oceans and brine pools .",1
,Q1832,what are lobbying groups,D1733,Lobbying,D1733-0,"Lobbying (also lobby) is the act of attempting to influence decisions made by officials in the government , most often legislators or members of regulatory agencies .",1
,Q1832,what are lobbying groups,D1733,Lobbying,D1733-1,"Lobbying is done by many different types of people and organized groups, including individuals in the private sector , corporations , fellow legislators or government officials, or advocacy groups (interest groups).",1
,Q1834,who played the drums in the band cream back in 1968,D1735,Cream (band),D1735-1,"Cream were a 1960s British rock supergroup consisting of bassist/vocalist Jack Bruce , guitarist/vocalist Eric Clapton , and drummer Ginger Baker .",1
,Q1837,what president made decision to buy louisiana,D1738,Louisiana Purchase,D1738-8,The purchase of the territory of Louisiana took place during the presidency of Thomas Jefferson .,1
,Q1838,who sang cool jerk,D1739,Cool Jerk,D1739-0,Cool Jerk is a popular song written by Donald Storball and originally performed by The Capitols .,1
,Q1839,what is a league in the sea,D157,League (unit),D157-4,"In the context of nautical distances, the 3 mile (4.8 km) distance corresponds to how far an observer of average height (5'9"" or 1.78 m) can see when standing at sea level.",1
,Q1845,when will ie9 be released,D1744,Internet Explorer 9,D1744-1,"It was released to the public on March 14, 2011.",1
,Q1849,when did classification of races begin,D1748,Race (human classification),D1748-1,"First used to denote national affiliations, the term began to be used to relate to physical traits in the 17th century.",1
,Q1850,when did lucy stone died,D1749,Lucy Stone,D1749-0,"Lucy Stone (August 13, 1818 – October 19, 1893) was a prominent American abolitionist and suffragist , and a vocal advocate and organizer promoting rights for women .",1
,Q1851,what are stocks and bonds,D1750,Bond (finance),D1750-0,"In finance , a bond is an instrument of indebtedness of the bond issuer to the holders.",1
,Q1851,what are stocks and bonds,D1750,Bond (finance),D1750-7,"Bonds and stocks are both securities , but the major difference between the two is that (capital) stockholders have an equity stake in the company (i.e. they are owners), whereas bondholders have a creditor stake in the company (i.e. they are lenders).",1
,Q1855,what states has the electric chair,D1754,Electric chair,D1754-8,"As of 2010, electrocution is an optional form of execution in Alabama , Florida , South Carolina and Virginia .",1
,Q1858,when did germans enter paris in ww2,D1757,Liberation of Paris,D1757-0,The Liberation of Paris (also known as the Battle for Paris) took place during World War II from 19 August 1944 until the surrender of the occupying German garrison on 25 August.,1
,Q1859,who wrote the song feelin alright,D1758,Feelin' Alright,D1758-0,"Feelin' Alright? also known as ""Feeling Alright"" is a song written by Dave Mason of the English rock band Traffic from their eponymous 1968 album, Traffic .",1
,Q1864,what are loan originations,D1762,Loan origination,D1762-0,"Loan origination is the process by which a borrower applies for a new loan , and a lender processes that application.",1
,Q1864,what are loan originations,D1762,Loan origination,D1762-3,Loan origination is a specialized version of new account opening for financial services organizations.,1
,Q1866,When did the New Deal start,D1764,New Deal,D1764-3,The New Deal was a series of economic programs enacted in the United States between 1933 and 1936.,1
,Q1872,what year did aerosmith i dont want to miss a thing,D1769,I Don't Want to Miss a Thing,D1769-0,I Don't Want to Miss a Thing is a song performed by American rock band Aerosmith for the 1998 film Armageddon .,1
,Q1873,when did daylight savings time start,D1770,Daylight saving time,D1770-3,The modern idea of daylight saving was first proposed in 1895 by George Vernon Hudson and it was first implemented during the First World War .,1
,Q1874,What region of France is Montargis in?,D1771,Montargis,D1771-2,The town is located about south of Paris and east of Orléans in the Gâtinais .,1
,Q1877,what year lord of rings made?,D1774,The Lord of the Rings,D1774-2,"It was written in stages between 1937 and 1949, much of it during World War II .",1
,Q1885,what is  file based system,D1782,File system,D1782-0,"In computing , a file system (or filesystem) is a type of data store which can be used to store, retrieve and update a set of files .",1
,Q1887,What political conflicts marked the presidency of William Howard Taft?,D1784,William Howard Taft,D1784-9,"Abroad, Taft sought to further the economic development of nations in Latin America and Asia through "" Dollar Diplomacy "", and showed decisiveness and restraint in response to revolution in Mexico .",1
,Q1890,what temperature is a salt ice bath,D1787,Cooling bath,D1787-2,"A cooling bath, in laboratory chemistry (often but not always organic chemistry ) practice, is a liquid mixture which is used to maintain low temperatures, typically between 13 °C and −196 °C.",1
,Q1893,when slavery abolished,D1790,Slavery in the United States,D1790-10,In January 1863 President Lincoln freed slaves in the Confederacy through the Emancipation Proclamation .,1
